en,hv
"now , however , you are more of a consultant than a supervisor . ","pero subong , asta na lang kamo sa laygay imbes nga kamo ang masunod . "
this new relationship allows you to maintain a close bond with your children while giving primary attention to your spouse . ,makabulig ini para mangin suod gihapon kamo sa inyo kabataan samtang ginahatagan ninyo sing daku nga atension ang isa kag isa bilang mag - asawa . 
share your concerns . ,istoryahi ninyo ang inyo mga ginakabalak - an . 
"talk to your mate about how this life transition affects you , and be ready to listen to your spouse ' s feelings as well . ","isugid sa imo tiayon kon ano ang epekto sa imo sini nga pagbag - o sa inyo kabuhi , kag pamatii man ang iya isiling sa imo . "
be patient and understanding . ,mangin mapinasensiahon kag mahinangpanon . 
"it may take time to strengthen your connection as husband and wife , but doing so is worth the effort . ","mahimo nga malawig nga tion ang kinahanglan para mapabakod ninyo ang inyo kaangtanan sang imo tiayon , pero maayo gid ang resulta kon himuon ninyo ini . "
find new things to do together . ,mangita sing pila ka butang nga obrahon ninyo sing magkaupod . 
talk about goals you would like to pursue together or interests you would like to explore as a couple . ,istoryahi ninyo kon ano nga mga tulumuron ang gusto ninyo malab - ot ukon kon ano nga mga butang ang inyo gusto nga himuon sing magkaupod . 
"having raised children , you have gained much practical wisdom . ",madamo kamo sing natigayon nga praktikal nga kaalam sa pagpadaku sa inyo kabataan . 
why not use that to help others . ,ngaa indi ninyo ini paggamiton para buligan ang iban . 
reaffirm your commitment . ,pabakura liwat ang inyo relasyon . 
think about the qualities that attracted you to each other . ,panumduma ang mga kinaiya nga naluyagan ninyo sang una sa isa kag isa . 
"as a couple , think back on the history you have shared and the storms you have weathered . ","panumduma man ang mga butang nga ginhimo ninyo , kag ang mga kabudlayan nga nalampuwasan ninyo sing magkaupod . "
"in the end , this new chapter in your life can be a good one . ",ining bag - o nga bahin sang inyo kabuhi mahimo nga may maayo nga resulta sa ulihi . 
"in fact , with cooperative effort you now have the opportunity to improve the quality of your marriage and rekindle the love that brought you together in the first place . ","ang matuod , kon magbuligay kamo mapauswag ninyo ang inyo relasyon bilang mag - asawa kag mapabakod pa gid ang inyo gugma sa isa kag isa . "
children feel especially secure when they see that their parents ' relationship is a solid one . ,nagabatyag ang mga kabataan sing seguridad kon makita nila nga mabakod ang relasyon sang ila mga ginikanan . 
a man will leave his father and his mother . ,bayaan sang lalaki ang iya amay kag iloy . 
"what god has yoked together , let no man put apart . ","ang gintingob sang dios , indi pagbulagon sang tawo . "
love is patient and kind . ,ang gugma mapinasensiahon kag mainayuhon . 
is not wisdom found among the aged . ,indi bala nga may kaalam sa mga tigulang . 
salvatore and aurora we came to realize that we now had more time and that we needed to take full advantage of it . ,salvatore kag aurora nakita namon nga may madamo na kami sing tion subong sa isa kag isa kag dapat namon ini panginpuslan . 
so we decided to reach out to more people families with children as well as young couples . ,gani nagdesisyon kami nga maistorya ang mas madamo nga tawo mga pamilya nga may mga kabataan kag mga bag - o lang nag - asawahay . 
we love helping others and sharing our experience with them . ,nanamian gid kami magbulig sa ila kag magsugid sang amon mga eksperiensia . 
carlo and caterina it took time to accept the idea that our life had changed . ,carlo kag caterina madugay antes namon nabaton ang pagbag - o sa amon kabuhi . 
for years we talked mainly about the children . ,sa sulod sang mga tinuig halos parte sa mga kabataan lang ang ginaistoryahan namon . 
"now , when doing things together , we have gradually become accustomed to talking about ourselves and our interests . ","subong , kon may ginaobra kami sing magkaupod , naanad na kami nga istoryahan ang parte sa amon kag ang amon mga gusto himuon . "
"that is why a man will leave his father and his mother and he will stick to his wife , and they will become one flesh . ","amo kon ngaa bayaan sang lalaki ang iya amay kag ang iya iloy kag magahiusa sia sa iya asawa , kag sila mangin isa ka unod . "
or remain with . ,"ang hebreo nga tinaga nagakahulugan magtapik , magpilit sing maayo , subong nga gintapik sang papilit . "
"for this reason a man will leave his father and his mother , so that they are no longer two , but one flesh . ","bangod sini bayaan sang lalaki ang iya amay kag iloy , gani indi na sila duha , kundi isa ka unod . "
"therefore , what god has yoked together , let no man put apart . ","gani , ang gintingob sang dios , indi pagbulagon sang tawo . "
love is patient and kind . ,ang gugma mapinasensiahon kag mainayuhon . 
love is not jealous . ,ang gugma indi mahisaon . 
"it does not brag , does not get puffed up , or long - suffering . ","wala ini nagapabugal , wala ini nagapahambog , ukon mainantuson . "
"is not wisdom found among the aged , and does not understanding come with a long life . ","indi bala nga may kaalam sa mga tigulang , kag may paghangop sa mga nagkabuhi sing malawig . "
"and the two will be one flesh , ' so that they are no longer two , but one flesh . ","kag sila nga duha mangin isa ka unod , ' amo nga indi na sila duha , kundi isa ka unod . "
"for this reason a man will leave his father and his mother , so that they are no longer two , but one flesh . ","bangod sini bayaan sang lalaki ang iya amay kag iloy , gani indi na sila duha , kundi isa ka unod . "
"therefore , what god has yoked together , let no man put apart . ","gani , ang gintingob sang dios , indi pagbulagon sang tawo . "
love is patient and kind . ,ang gugma mapinasensiahon kag mainayuhon . 
love is not jealous . ,ang gugma indi mahisaon . 
"it does not brag , does not get puffed up , or long - suffering . ","wala ini nagapabugal , wala ini nagapahambog , ukon mainantuson . "
he used to believe in evolution . ,"sang una , nagapati sia sa ebolusyon . "
"but later , he changed his views . ","pero sang ulihi , nagbag - o ang iya pagpati . "
asked him about his work and faith . ,gin - interbyu sia sang magmata . 
please tell us about your religious background . ,parte sa iya propesyon kag pagtuo . 
"my father was born in india , and my mother , although of indian origin , was born in uganda . ",palihug sugiri kami sang imo ginapatihan sang una . 
their lives were largely governed by hindu customs . ,"ang akon amay natawo sa india , kag indian man ang akon iloy , pero natawo sia sa uganda . "
i am the second of three children . ,ginasunod gid nila ang mga kustombre sang hindu . 
"we lived in nairobi , kenya . ",ikaduha ako sa tatlo ka mag - ulutod . 
many other hindu people lived nearby . ,"nagaistar kami sa nairobi , kenya , kag madamo nga hindu ang nagaistar malapit sa amon . "
what stimulated your interest in science . ,ngaa interesado ka gid sa siensia . 
"i was always interested in animals , and i often went hiking and camping with my friends to see the spectacular wildlife . ","nanamian gid ako sa mga sapat , kag pirme kami nagataklad sa bukid kag nagakamping sadto upod sa akon mga abyan para makita ang dalayawon nga mga tinuga sa talon . "
my initial goal was to be a veterinary surgeon . ,"sang primero , gusto ko magkuha sang kurso parte sa pag - opera sa mga sapat . "
"but after graduating from a technical college in nairobi , i went to england to study pathology at the university of london . ","pero sang nakagradweyt ako sa kolehiyo sa nairobi , nagkadto ako sa england para magtuon parte sa mga balatian sa utok sa university of london . "
"later , i specialized in research into the human brain . ","sang ulihi , nangin espesyalista ako sa pagtuon parte sa utok sang tawo . "
did your studies affect your religious beliefs . ,ang imo bala gin - eskwelahan may epekto sa imo pagtuluuhan . 
"the more i studied science , the harder i found it to believe in hindu mythology and traditions , such as the worship of animals and images . ","samtang nagadamo ang akon natun - an sa siensia , mas nabudlayan ako magpati sa mga ginapatihan kag mga tradisyon sang hindu , ilabi na ang pagsimba sa mga sapat kag mga imahen . "
why did you accept the teaching of evolution . ,ngaa nagpati ka sa ebolusyon . 
"in my younger years , many people around me held the view that human evolution began in africa , and we often discussed this idea at school . ","sang bata pa ako , madamo nga tawo sa amon lugar ang nagapati nga ang ebolusyon sang tawo nagsugod sa aprika , kag pirme namon ini ginaistoryahan sa eskwelahan . "
"also , the teachers and university professors gave us students the impression that all respected scientists believe in evolution . ",gintudluan man kami sang amon mga manunudlo kag mga propesor sa unibersidad nga ang tanan nga respetado nga mga sientipiko nagapati gid sa ebolusyon . 
in time you reconsidered the question of the origin of life . ,ngaa ginbinagbinag mo liwat ang ginhalinan sang kabuhi . 
i had been studying biology and anatomy for some years when a fellow student told me what he was learning about the bible from jehovah ' s witnesses . ,pila pa lang ka tuig nga nagatuon ako sing biology kag anatomy sang ginsugiran ako sang isa man ka estudyante sang iya mga natun - an parte sa biblia sa mga saksi ni jehova . 
i became curious . ,gusto ko man ini mahibaluan . 
"so when the witnesses held an assembly at our college hall in nairobi , i attended . ","gani sang ginhiwat sang mga saksi ang ila asembleya sa amon eskwelahan sa kolehiyo sa nairobi , nagtambong ako . "
"later , two witness missionaries explained some bible teachings to me . ","sang ulihi , ginpaathag sa akon sang duha ka saksi nga misyonera ang pila ka panudlo sang biblia . "
their belief in a grand designer who has the answers to life ' s big questions did not sound like mythology . ,"ang ila pagpati parte sa dakung desinyador , nga nagasabat sa importante nga mga pamangkot sa kabuhi , indi uluistorya lang . "
it appealed to me as being reasonable . ,"para sa akon , may basihan gid ini . "
